urlname;parentname;baseref;result;warningstring;infostring;valid;url;line;column;name;dltime;size;checktime;cached;level;modified
/;http://ecology-sandra.codio.io:3000/radiation/ram/gauges.aspx;;403 Forbidden;;;False;http://ecology-sandra.codio.io:3000/;484;4;Home;-1;209;2.42353606224;0;4;
/;http://ecology-sandra.codio.io:3000/radiation/ram/industrial-radiography.aspx;;403 Forbidden;;;False;http://ecology-sandra.codio.io:3000/;484;4;Home;-1;209;2.42353606224;0;4;
/;http://ecology-sandra.codio.io:3000/radiation/ram/well-logging.aspx;;403 Forbidden;;;False;http://ecology-sandra.codio.io:3000/;484;4;Home;-1;209;2.42353606224;0;4;
/;http://ecology-sandra.codio.io:3000/radiation/ram/well-logging.aspx;;403 Forbidden;;;False;http://ecology-sandra.codio.io:3000/;484;4;Home;-1;209;2.42353606224;0;4;
/;http://ecology-sandra.codio.io:3000/radiation/ram/gauges.aspx;;403 Forbidden;;;False;http://ecology-sandra.codio.io:3000/;484;4;Home;-1;209;2.42353606224;0;4;
/;http://ecology-sandra.codio.io:3000/radiation/ram/gauges.aspx;;403 Forbidden;;;False;http://ecology-sandra.codio.io:3000/;484;4;Home;-1;209;2.42353606224;0;4;
https://www.dshs.state.tx.us/WorkArea/linkit.aspx?LinkIdentifier=id&ItemID=8589995642;http://ecology-sandra.codio.io:3000/radiation/ram/GLA.aspx;;ReadTimeout: HTTPSConnectionPool(host='www.dshs.state.tx.us', port=443): Read timed out. (read timeout=60);;;False;https://www.dshs.state.tx.us/WorkArea/linkit.aspx?LinkIdentifier=id&ItemID=8589995642;528;45;RC 251-2, Application for a General License Acknowledgement Form;-1;-1;62.213561058;0;3;
https://www.dshs.state.tx.us/WorkArea/linkit.aspx?LinkIdentifier=id&ItemID=8589992449;http://ecology-sandra.codio.io:3000/radiation/ram/GLA.aspx;;ReadTimeout: HTTPSConnectionPool(host='www.dshs.state.tx.us', port=443): Read timed out. (read timeout=60);;;False;https://www.dshs.state.tx.us/WorkArea/linkit.aspx?LinkIdentifier=id&ItemID=8589992449;535;53;RC 251-1, Application for Acknowledgement to use the General License for in vitro Clinical or Laboratory Testing;-1;-1;62.1009471416;0;3;
http://www.dshs.state.tx.us/WorkArea/linkit.aspx?LinkIdentifier=id&ItemID=8589964530;http://ecology-sandra.codio.io:3000/radiation/lasers/registration.aspx;;ReadTimeout: HTTPConnectionPool(host='www.dshs.state.tx.us', port=80): Read timed out. (read timeout=60);;;False;http://www.dshs.state.tx.us/WorkArea/linkit.aspx?LinkIdentifier=id&ItemID=8589964530;585;36;Registration Application for Laser Device Services;-1;-1;61.618418932;0;3;
http://www.dshs.state.tx.us/WorkArea/linkit.aspx?LinkIdentifier=id&ItemID=8589964530;http://ecology-sandra.codio.io:3000/radiation/lasers/registration.aspx;;ReadTimeout: HTTPConnectionPool(host='www.dshs.state.tx.us', port=80): Read timed out. (read timeout=60);;;False;http://www.dshs.state.tx.us/WorkArea/linkit.aspx?LinkIdentifier=id&ItemID=8589964530;768;35;Registration Application for Laser Device Services;-1;-1;61.618418932;0;3;
http://www.dshs.state.tx.us/WorkArea/linkit.aspx?LinkIdentifier=id&ItemID=8590002639;http://ecology-sandra.codio.io:3000/radiation/laser-hair-removal/individual-registration.aspx;;ReadTimeout: HTTPConnectionPool(host='www.dshs.state.tx.us', port=80): Read timed out. (read timeout=60);;;False;http://www.dshs.state.tx.us/WorkArea/linkit.aspx?LinkIdentifier=id&ItemID=8590002639;711;35;Termination of LHR Individual Registration;-1;-1;60.5678579807;0;3;
/;http://ecology-sandra.codio.io:3000/radiation/laser-hair-removal/devices.aspx;;403 Forbidden;;;False;http://ecology-sandra.codio.io:3000/;482;4;Home;-1;209;2.42353606224;0;4;
https://www.scmhr.org/;http://ecology-sandra.codio.io:3000/radiation/laser-hair-removal/certifying-entity-list.aspx;;SSLError: [Errno 1] _ssl.c:510: error:14090086:SSL routines:SSL3_GET_SERVER_CERTIFICATE:certificate verify failed;;;False;https://www.scmhr.org/;567;2;The Society for Clinical & Medical Hair Removal, Inc.;-1;-1;0.423512935638;0;3;
http://www.dshs.state.tx.us/WorkArea/linkit.aspx?LinkIdentifier=id&ItemID=19901;http://ecology-sandra.codio.io:3000/radiation/ram/environmental-monitoring.aspx;;ReadTimeout: HTTPConnectionPool(host='www.dshs.state.tx.us', port=80): Read timed out. (read timeout=60);;;False;http://www.dshs.state.tx.us/WorkArea/linkit.aspx?LinkIdentifier=id&ItemID=19901;525;6;2005 Environmental Monitoring Summary;-1;-1;63.0715999603;0;3;
https://www.dshs.state.tx.us/radiation/pdffiles/Laser-Hair-Removal-Report-Final.pdf;http://ecology-sandra.codio.io:3000/radiation/laser-hair-removal/publications.aspx;;ReadTimeout: HTTPSConnectionPool(host='www.dshs.state.tx.us', port=443): Read timed out. (read timeout=60);;;False;https://www.dshs.state.tx.us/radiation/pdffiles/Laser-Hair-Removal-Report-Final.pdf;515;4;Report on Regulation of Laser Hair Removal - May 2008;-1;-1;61.4898490906;0;3;
https://www.dshs.state.tx.us/radiation/pdffiles/State-Reg--Comparison-Laser-Hair-Removal.pdf;http://ecology-sandra.codio.io:3000/radiation/laser-hair-removal/publications.aspx;;ReadTimeout: HTTPSConnectionPool(host='www.dshs.state.tx.us', port=443): Read timed out. (read timeout=60);;;False;https://www.dshs.state.tx.us/radiation/pdffiles/State-Reg--Comparison-Laser-Hair-Removal.pdf;516;4;Attachment A - Table of States Regulation;-1;-1;61.6277499199;0;3;
http://www.dshs.state.tx.us/radiation/rem/Drafts/Tab-4-Draft.pdf;http://ecology-sandra.codio.io:3000/radiation/rem/REMdraftEPP.aspx;;ReadTimeout: HTTPConnectionPool(host='www.dshs.state.tx.us', port=80): Read timed out. (read timeout=60);;;False;http://www.dshs.state.tx.us/radiation/rem/Drafts/Tab-4-Draft.pdf;477;4;Tab 4 - Transportation/Terrorism Response Draft;-1;-1;60.1533968449;0;3;
